uuid,prompt,topic
a8828e36-8767-551a-b392-38d5d3600ce1,a video of Antarctica and aliens invading with science labs  ,antarctica
07f08da9-ab21-5f04-bc97-afedfa95d7e8,"Create an informative stock footage segment about the Antarctic Treaty. Highlight its signing, demilitarization, and scientific collaboration. Use visuals to explain the treaty&#39;s importance in preserving the continent for peaceful and scientific purposes  ",antarctica
f247fd94-7e0f-5e44-a40b-77930f242266,research team is going to artic circle in a vessel  ,antarctica
7c41398b-8e96-5368-ae4b-12b3fc0040c9,"portal opening to Antartica vfx, high octane render, cinematic  ",antarctica
17a3665b-4a93-58da-a1b7-9107857b4070,"vintage Levi&#39;s poster, gulf edition, 8k, high resolution, sharp  ",antique
f0285d37-efb7-57bc-a844-adef67df613e,A tranquil tableau of an antique bowl -seed 6250902 -motion 0  ,antique
2337aa4a-9f00-54fb-885d-90fbf4b1cc60,an old musty antique shop aisle  ,antique
85d1dcdc-7d84-5d82-9d8a-4aef7ad9b404,"old antique pistol on a wooden table-neg morphing, erratic fluctuation in motion, noisy, bad quality, distorted, poorly drawn, blurry, grainy, low resolution, oversaturated, lack of detail, inconsistent lighting  ",antique
2ca17697-e41b-5148-a934-3fe3f5ac59f0,Needle dropping on record in 1970s jukebox.  ,antique
f9d05783-0d59-5764-aa57-fda1f0d4fb0f,"it was a strange little antique shop, filled with all kinds of oddities and curiosities. Warm light and woode floor.  ",antique
6fa5a609-ec3c-5c1f-85d8-1c4c19d44072,wooden carriage  ,antique
9aa6222c-7cfe-5ef9-972a-d16cdc28b8a8,1970s rotary phone ringing  ,antique
8df36dbe-02fb-5442-ad9b-f9dd58ae4e54,frame with pinned up dead butterflies. The item is antique but the butterflies are still colorful. warm lights and everything ist a bit dusty  ,antique
dfbc5037-3551-5b2a-a1fb-a5886490900b,"An old stereo with a magical background and intense colored lighting. Zoom in, cinematic, 8k.  ",antique
9abe6c4b-a069-56de-996e-380672cdf2ab,"A group of kids sitting under the apple tree.
The kids holding apples and smiling.cartoonic,hd,clear face,not moving eyes  ",apple
a3069e31-7ac7-570f-8c90-2cd44d97e4e5,"a 
Chinese boy using Apple Vision Pro happy face, excited, photorealistic image Entering a magical world.  Message: 1 Attachment  ",apple
09b78e19-9785-5191-bb24-f79d0bc30ce3,"A vibrant, juicy apple surrounded by elements representing energy and joy, like sunbeams and vivid colors.  ",apple
20294a46-a54a-50a7-ba17-35c2c926bb06,apple getting crushed under bare feet of tall athletic masculine 25 year old man  ,apple
62b07814-ced0-5a34-b37a-ed7d4d8e4d39,"apple tree, shiny red apples, 3d render,  4k -w 2 -camera zoom out -motion 4  Message: 1 Attachment  ",apple
cbbab2fe-096f-5740-a045-8b041ba5315e,cartoon apple scene  ,apple
376e4d86-2eab-5b44-aa7e-07e353ee6d8d,"/plastic suckling pig with apple in mouth, oil paint painting  ",apple
761ed95f-f0e8-5674-953b-89cb36d2757f,"a blue-color apple observing a red apple and a green apple from a distance with intrigue, 3d animation, disney style  ",apple
1a145301-8fae-5001-98c6-f8288102e692,a realism cinematic shot of apples falled on the grass.  ,apple
17170a8c-e367-58c3-9ce7-613feac876c7,Apple are moving  ,apple
ca95562d-cb79-5058-a166-6c32c8f9d423,real place with aquarium themed immersive technologies what are done with special pannels  ,aquarium
c6f1b67f-a454-594c-afc4-a5a854564109,The fishes play against a ball inside an aquarium  ,aquarium
e6e00a7f-9aa4-50dc-a2c4-d36d400f9d6d,aquarium -ar 9:16  ,aquarium
5cccaad0-b849-5fa8-8db8-34d4176927c4,"/create prompt:giant aquarium full of exotic fish, in the walls of living room in a beautifully mansion, hyper realistic, ultra modern design home. -ar 16:9 - m4  ",aquarium
2406f1a2-ce85-51ca-bae6-67ea97dadba7,A tank with a mirror bottom is filled with water to a depth of 20.0 cm. A small fish floats motionless 7.0 cm below the surface of the water  ,aquarium
408d012e-e545-5f5b-9201-f33b37106394,"a giant glass aquarium with a plant in it, in the style of dystopian atmospheres, made of mist, earthworks, concrete brutalism, japanese-inspired imagery, minimalist stage designs, photo-realistic --ar 2:3  ",aquarium
ee2cf8ce-3a4f-5f11-ace6-61e8e2f00043,tropical fish tank full of fish  ,aquarium
3a39fda9-c1c6-55fb-b3bf-a96577d491d6,an acquariam  ,aquarium
fb8f6789-c7b3-52f2-81ef-44c2d117c02b,"Construction phase, the 12-year-old boy with tousled hair and curious eyes engrossed in building a mini indoor aquaponics system, pouring sand and gravel into fish tanks, connecting pipes, and adjusting small pumps with focus and determination.  ",aquarium
5d2781aa-4369-5a71-8cde-af06545c4057,Comic Animation lobster in a aquarium  ,aquarium
54ee5b35-fc2e-579a-9f13-4f33c52c6f6b,"In the spirit of a Pier Paolo Pasolini film, the opening scene is a languid tableau of ancient ruins, bathing in the golden hues of a setting sun. The camera moves elegantly, capturing poetic compositions that evoke a sense of timelessness.  ",archaeology
657d1310-106f-53e6-b273-d55f12b11734,"Leonard Woolley y Katharine Woolley in archeological expedition, UR artifacts diggin big hole, pottery, dirt, in the style of 1929 documentary film movies black and white, grainy -motion 2 people run -ar 9:16  ",archaeology
907d0118-9ca4-5ce5-b8b1-9889eeee06ab,"Show the narrator Within the ancient ruins, with the camera capturing close-ups  I pieced together fragments of the past. The true story of the kingdom began to unfold, revealing its rise and fall.fantasy,4k,magic.  ",archaeology
513eb9cf-1b6d-529c-afa2-151f23fa470a,"A tranquil tableau of in the desolate beauty of the American Southwest, Chaco Canyon&#39;s ancient ruins whispered tales of an enigmatic civilization that once thrived amidst the arid landscapes -seed 1148212 -motion 0  ",archaeology
8e1764f7-f910-5d9c-928b-06d90cc44ea2,"cylindrical ancient artifact, made of copper with secret symbols, protruding levers, rotating, mysterious lighting, highly detailed  -gs 24 -motion 4  ",archaeology
17234c73-9dfd-5e60-b903-69ee46399b47,discovering ancient ruin in the forest  ,archaeology
8144034e-d6d4-5fe5-bf61-b421c8e0a4af,"Finally, after a long journey, they reached the ancient make in 3d animation in 4k resolution  ",archaeology
b42b2b05-0947-5746-b29e-da3efbe783bf,"an archeologist doing research with full concentartion and focusing on a mini sculpture, dramatic light source, archelogical site in the background  ",archaeology
db037008-20f4-59a5-b67a-bd68c1573397,"W&#228;hrend Dr. Schwarz die Geschichte von Klaus Brandt erz&#228;hlt, wechselt die Szene in die Vergangenheit. Der Leser sieht Klaus Brandt als Arch&#228;ologen, der eine mysteri&#246;se Statue entdeckt. Die Umgebung ist von d&#252;steren, nebligen W&#228;ldern und uralten Ruinen umgeben. Die Atmosph&#228;re ist geheimnisvoll und bedrohlich, als Klaus von seinen Visionen und Alptr&#228;umen berichtet. 4k Render  ",archaeology
09d24db9-947b-596b-a89a-8baf0f91097d,an archaeologist with a passion  ,archaeology
999b8f17-e119-58fd-beea-fb1ac78acb96,arjun hitting bull eye on a target in the middle of the forest  ,archery
aeea311b-92b8-575b-a8ec-5b72fa828adc,"fantasy portrait of one 10-year old girl, long brown hair. blowing in the wind, holding a bow and arrow, pulling back the string of the bow preparing to shoot in a majestic forest, light streaming in through the trees, misty, sparkles 3 seconds  ",archery
28f1b83f-be39-5c73-9d50-179e6929b5dc,"Raj focusing intensely while aiming at the target, Priya cheering him on from the sidelines.  ",archery
c58af186-1d08-50ad-8973-5d8f8587b76e,"A character who shoots an arrow in the field, flies and hits the target, then the target is broken  Message: 1 Attachment  ",archery
e6e6b3d2-5c7b-56dc-bd44-7949d9a3e64f,man with a crossbow shoots a wolf in forest at night  ,archery
7ad36116-9a1e-54ed-b2fc-f70e317d0556,Black person throwing an arrow and arrow then transforms to a &quot;Mizumi&quot; Name  ,archery
31eb91a4-f9d8-590e-a5a9-d51fa741ebdd,"cinematic,arrow flying between palm trees  ",archery
6a200bb6-2348-5b60-9429-1466a50828df,"The camera focuses on the lady with makeup in the red dress on the tree, her silhouette accentuated by the morning light. She gracefully holds a bow and arrow, symbolizing precision and purpose.  ",archery
3abeca8c-2c25-5b34-ad3d-c110824e4bc0,"[D&amp;D scene, savage archer wearing wolf-skin shoots arrow with deadly precision, fantasy vibe —ar 16:9]  ",archery
8f449ab5-48d5-5122-b5b1-d139bdfe86b7,archery  ,archery
de045f64-58b1-5f11-acce-ec2fbd45335a,a man under arrest by polices in a yard of a house with sunshine -ar 21:9 -motion 3  ,arrest
18f1aacc-1e6c-5250-9ae6-2261cbf00c42,Black woman in handcuffs  ,arrest
099cf277-bd2c-50cb-956d-2b556570839f,cristina kirchner presa  ,arrest
e76b827e-cc32-55d0-b9ff-f0b6091f32e6,"Explore the intense emotions and turmoil as Apostle Paul is taken into custody, his followers watching in shock and disbelief, while the city of Jerusalem buzzes with rumors and speculation  ",arrest
26dbbcf6-82bb-5fe6-99a0-f0f32346da04,male mugshot with jail in the backgrond  ,arrest
9fccc959-46ee-56a3-989a-1beaf56c4ea8,animated black police officer putting handcuffs on a black robber holding a guns in  hands-ar 16:9  ,arrest
3309cd21-e2f4-5596-9a01-2d323dee3df9,Black woman with hands cuffed in her back  ,arrest
4e2a1d32-3814-5435-974f-9ee2607569ee,"Jarosław Kaczyński behind rhe bars, angry -motion 2  ",arrest
cde50201-0c50-5f37-b399-1a0d5e5a2366,police arresting man in hotel room  ,arrest
5320a00f-188c-5e7b-bc12-e25b067b2605,a man being arrested for wearing giant realistic style shows mirado desde c&#225;mara de vigilancia  ,arrest
e66e5807-e81a-5133-b1c3-3421cc99c3cd,chica leyendo un libro en su habitacion  ,arte
9d268e69-1d2b-5e55-b4a3-7202c5bdcf8d,genera una pel&#237;cula de los a&#241;os 70 en blanco y negro con caras aterradoras de brujas  ,arte
4afc8496-d26a-591d-b320-0a841905195f,Imagina una ecena LoFi de una habitacion con una ventana con vista de tokio en la noche con estilo cyberpunk  ,arte
991fb8d3-382b-5e67-bdab-34fba1021aa6,"Manac&#225; da Serra, manac&#225; flowering tree, spring, cat walk, brazil, serra do mar brazil, serra do mar highway, serra do mar road, serra do mar roadside, steep forested roadside, serra do mar manac&#225;, serra do mar high altitude distant ocean view, vibrant, manac&#225; da serra flowers, intricated, highly detailed, professional painting, stylish, brushstrokes, eye catching, sharp details  ",arte
bd9b6073-204e-5e63-8cce-dd7f10e386d1,um homem chorabdo  ,arte
a5615e4b-b5d7-5de6-9b8b-1bdbfa2c7274,muchacho tomando en jarra  ,arte
b041cb4f-8c3a-5e33-8c21-52022cd386b3,o planeta terra viajando pelo espa&#231;o  ,arte
94b5c9b5-a3d5-5920-bdda-9e9faebfbc32,le&#243;n hablando por microfono  ,arte
fb80f5dd-0d65-55a3-989f-3ef314ddc764,um sapo de oculos escuro de frente retro 3d  ,arte
5e2aa8f6-3dc8-5d52-a4c8-d092b78eea4e,un cartone animato natalizio dove babbo natale scende dal camino  ,arte
ca7ac330-a403-539f-8ff6-c5eeccb8b129,an  asmr  video where glass bottels get destroyed  ,asmr
ad291e74-c4ed-56bc-b8d4-e45c210970a3,An indian person standing on a field doing ASMR -wide angle -30fps -realistic lighting -realistic movement  ,asmr
c9e0f316-ef1c-507a-a09e-6cd04afa94ea,blowing bubbles asmr  ,asmr
51221462-710d-5988-ac6c-bf38937e19af,gallery covered in moving opalescent slime asmr  ,asmr
837aff85-4b10-5d9f-8ba3-9bb0d5089da9,"ear to ear whispering ASMR binaural youtube video, opalescent slime, red lighting  ",asmr
27abf194-2082-51bd-90e4-8cd19ebb0607,woman doing asmr on microphone in cosy room  ,asmr
f658c09e-ed03-5a87-bc4a-7ef9c1609089,Person doing ASMR holding a mic -wide angle -30fps -realistic lighting -realistic movement  ,asmr
494adfb1-68b7-5571-bfe1-66de884cd023,"SMR video featuring kinetic sand. Begin with a wide, bird&#39;s-eye view of a clean and well-lit workspace. In the center of the frame, place a vibrant pile of kinetic sand, softly lit to highlight its texture and colors. The workspace should be minimalistic, with no distractions in the background.  For the audio, focus on capturing the ASMR-inducing sounds of kinetic sand manipulation. Record the gentle raking, squeezing, and shaping of the sand.  -ar 16:9 -motion 2  ",asmr
8973ea39-d69b-528b-9ed5-65ccbb8877b1,"a guy is sitting in room and doing ASMR with his hands,8k  ",asmr
dd7fb082-20db-566e-8d8a-4af06b475bbb,"lots of marbled pastel color balls popping asmr, satisfying  ",asmr
64c7f11a-9830-5662-9c54-a7319faab623,big asteroid moving towars earth  ,asteroid
f619490c-6f7b-5eac-8df2-4147dc49cbc9,Asteroid Dust Cloud after being Impacted by a small spacecraft  ,asteroid
5b63ff47-011e-519c-bcb1-73b71e99f72f,: An asteroid or comet impact event. -ar 9:16  ,asteroid
7bcb04f6-dc8e-51a2-95f5-12df91e7f982,the moment an asteroid slams into the NYC and the immediate aftermath of impact.  ,asteroid
73cec69b-cd22-5550-974e-6bc58c8a9c73,cinematic imax hd 4K high quality movie shot of asteroid destroying earth realistic cgi camera angle in view of earth from distance as it gets destroyed realistically  ,asteroid
4ca38a82-a7f4-596b-bb02-e25d0a6cd819,"An asteroid crashes into the planet. The explosion is strong, the particles of the planet fly apart.  ",asteroid
e7e5152f-4909-58d1-9e5a-b0dc57f4b936,"satellite view of asteroid crashing to earth creating a gigantic scale shockwave, ultra photo realistic, 8k resolution, dlsr Fujifilm pro --ar 16:9  ",asteroid
3f075b6a-aa01-51cf-9640-5fe039477a5d,Astroid crashing into Earth  ,asteroid
d2a03aa3-4c99-5a24-b66f-e4fddd73aab8,"view of an asteroid from a moving camera, cinematic lighting, dramatic scene, -ar 16:9  ",asteroid
5b4366ad-bf99-53f5-89e1-2747514559c1,"The psychedelic asteroid passes by Earth, narrowly missing it -ar 16:9 -motion 2  ",asteroid
cc24554f-e9ec-592f-9adf-636fda86b27f,child astronout hand with earth backround  ,astronaut
e32a574f-351a-5183-85a5-299acc6bbc83,"Cosmic Dream - An astronaut reclining on vibrant, luminescent fantasy plants in a distant alien landscape, in the style of surreal beauty, ethereal lighting, soft focus, dreamlike camera movements, slow drifting pans.] --gs 1.5 --neg &quot;harsh shadows&quot; --ar 16:9 --seed 5432  ",astronaut
90fb86d0-2e22-5838-907e-01d305ad5b18,"full body astronaut movin in space towards camera, stars in background  -gs 14 -ar 3:2 -motion 4 hd  ",astronaut
d802dbb6-ce7e-51cf-941d-3f898f7ab144,a aestronat walking in indian ocean retro style  ,astronaut
9cc18b9d-3a86-5911-b787-e5ef9decce50,kid pretending to be an astronaut under the moon lit sky Painted by Van Gogh  ,astronaut
0b99a2a0-280b-5ff1-a281-b15e5b5c8260,"Orange suit astronaut comes down from spaceship on mars planet,om mars surface  ",astronaut
e624431c-1d68-5bc2-99c6-21462b71c060,"The picture is a first-person perspective looking at the palm of the hand wearing a space glove.,pace  in outer epic silver space in a sci-fi movie, serious science fiction elements, , astronaut , psychedelic, space suit, moons, planets, beautiful, sharp and crisp video, technicolor, sharp focus, wide shot, photo realistic, realistic, psychedelically vibrant, cinematic -ar 1:1 -camera zoom in -neg blurry motion, blurry  ",astronaut
30264d4f-228a-5eb1-aded-ac140430275b,"&quot;Create a captivating video showcasing an astronaut floating gracefully in a zero-gravity environment, with a majestic pyramid in the distant background. The astronaut should move in a realistic, astronaut-like manner, emphasizing the weightlessness of space.  ",astronaut
049f10e8-ee20-541c-b12e-f5fb40495f80,"<a href=""https://cdn.discordapp.com/attachments/1123665843365093487/1134837317215981670/d0f96a4db0eef6ea7c823220e97adf9c--stock-art-corridor.jpg"">https://cdn.discordapp.com/attachments/1123665843365093487/1134837317215981670/d0f96a4db0eef6ea7c823220e97adf9c--stock-art-corridor.jpg</a> an astronaut \running in the cordors of a spaceship  ",astronaut
